CODIGO;DESCRICAO
022693;DIPIDOR SOL GTS 12 FR X 10ML
022691;DIP BETAMETASONA+SULF GENTAMICINA 0,5+1MG CREME BG 30G
022692;DIP BETAMETASONA+SULF GENTAMICINA 0,5+1MG POM BG 30G
022874;SULFATO DE SALBUTAMOL 0,4MG SOL FR 120ML CX 40
022766;MEBENDAZOL+TIABENDAZOL 200+332MG CX 6 COMP MAST
022851;SAROLIN 0,4MG 120ML CX 12
022903;VEXELL 20MG CX 30 CAP
022905;VEXELL 40MG CX 30 CAP
022907;VEXELL 60MG CX 30 CAP
022590;CEPACOL 1,34MG POUCH 16 PAST SB TRAD
022591;CEPACOL 1,34MG PUCH 16 PAST SB CER+HORT
022592;CEPACOL 1,34MG PUCH 16 PAST SB MEL+LIMAO
022589;CEPACOL 1,34 MG POUCH 16 PAST SB MENTA+EUCALIP
022588;CEPACOL 1,34 MG POUCH 16 PAST SB MENTA
022836;PROPIONATO DE CLOBETASOL 0,5MG CREME BG 30G
022837;PROPIONATO DE CLOBETASOL 0,5MG POM BG 30G
022852;SECNIDAZOL 30MG PO SUS FR 15ML
022853;SECNIDAZOL 30MG PO SUS FR 30ML
022658;CONTRATHION 200MG INJ CX 10 FA
022710;FLAGYL 500MG SOL INJ 100 ML
022609;CHRON-ASA 5 400MG CX 30 COMP
022610;CHRON-ASA 5 800MG CX 20 COMP
022611;CHRON-ASA 5 PO 3G+DIL 100ML
022556;CAPOTRAT 12,5MGCX 300 COMP HOSP
022790;NATURETTI GEL CX 16 CAP
022557;CAPOTRAT 25MG COM X 500 HOSP
022791;NATURETTI GELEIA 130 G
022792;NATURETTI GELEIA 260 G
022558;CAPOTRAT 50MG COM X 500 HOSP
022809;ODDIBIL 250MG CX 20 COMP REV
022570;CEFALOTIL 1G SOL INJ CX 50 FA+DIL
022573;CEFEPIM 1G INJ CX 1FA+DIL X 3 ML
022574;CEFEPIM 2G INJ CX 1FA+DIL
022579;CEFTRAT 1G PO INJ CX 50 FA
022657;COLONAC 667MG XPE FR 120ML
022660;CORTISONAL 100MG INJ CX 50 FA+DIL
022661;CORTISONAL 500MG INJ CX 50 FA+DIL
022850;ROXFLAN 5MG CX 30 COMP
022849;ROXFLAN 10MG CX 30 COMP
022805;NORMASTIG 0,5MG SOL INJ CX 50AMP X 1ML
022819;PAXTRAT 20MG CX 20 COMP
022878;TEFLAN 20MG INJ CX 50 FA+DIL
022888;TRIOXINA 1G INJ IV CX 50 FA+DIL
022890;UNI GLIBEN CX 500 COMP
022891;UNI IMIPRAX 10MG CX 10BL X 20 COMP
022892;UNI IMIPRAX 25MG CX 10BL X 20 COMP
022893;UNIFENOBARB 200MG INJ CX 5 AMP X 1ML
022869;SOMALGIN CARDIO 200MG CX 32 COMP
022868;SOMALGIN CARDIO 162MG CX 32 COMP
022717;FRESH TEARS 5% SOL FR 10ML
022608;CETROLAC SOL OFT GTS FR 5 ML
022617;CIPRONOM SOL OFT GTS FR 5ML
022663;CRISTALIN 0,025+0,03 PCC SOL OFT FR 15ML
022486;AEROGOLD 100MCG LATA 200 DOS
022664;CYLOCORT SOL OFT GTS FR 5ML
022668;DEFLOGEN CX 12 COMP
022678;DIAMOX 250MG CX 25 COMP
022494;ALPRAZOLAM 0,25MG CX 20 COMP
022495;ALPRAZOLAM 0,5MG CX 20 COMP
022496;ALPRAZOLAM 1MG CX 20 COMP
022627;CLORIDRATO DE DILTIAZEM 30MG FR 50 COMP
022635;CLORIDRATO DE FLUOXETINA 20MG CX 28 CAP
022487;ALBENDY CX 1 COMP
022636;CLORIDRATO DE FLUOXETINA FR 20ML
022684;DICLOGENOM 1MG POM OFT BG 3,5 G
022632;CLORIDRATO DE FLUOXETINA 20MG CX 30 COMP
022488;ALBENDY SUS FR 10ML
022639;CLORIDRATO DE METOCLOPRAMIDA 4MG FR 10ML
022685;DICLOGENOM 1MG SOL OFT GTS FR 5ML
022507;ANTIMICOTICO MARTEL CREME BG 20G
022642;CLORIDRATO DE NAFAZOLINA 0,5MG GTS FR 30ML
022647;CLORIDRATO DE TERBINAFINA 10MG SOL GTS FR 30ML
022725;GENOXACIN SOL OFT GTS FR 5ML
022508;ANTIMICOTICO MARTEL SPRAY FR 30ML
022650;CLORIDRATO DE TERBINAFINA 10MG SPRAY FR 30ML
022729;GLAUCOTRAT 0,25 SOL FR X 5ML
022675;DEXAMETAX CREME TB 10G
022730;GLAUCOTRAT 0,5 SOL FR X 5ML
022754;LACRIFILM 5MG SOL OFT GTS FR 15ML
022554;CALOTRAT SOL FR 5ML
022762;MAL DEXCLORFENIRAMINA+PSEUDOEDEDRINA+GUAIFENE 0,4+4+20M
022765;MEBENDAZOL+TIABENDAZOL 200+332MG 6 COMP MAST
022803;NORESTISTERONA CX 35 COMP
022721;GASTROBION GEL FR 150ML
022536;BISPECT XPE ADU FR 120ML
022628;CLORIDRATO DE DILTIAZEM 30MG FR 50 COMP
022800;NITRATO DE MICONAZOL 20MG CREME VAG BG 80G+14 APLIC
022722;GASTROBION GEL FR 340ML
022629;CLORIDRATO DE DILTIAZEM 60MG FR 25 COMP
022537;BISPECT XPE INF FR 120ML
022630;CLORIDRATO DE DILTIAZEM 60MG FR 60 COMP
022535;BISPECT SOL EXPEC FR 50ML
022808;OCUPRESS 2% SOL FR X 5ML
022640;CLORIDRATO DE METOCLOPRAMIDA 4MG FR 10ML
022540;BROMOPAN 10MG CX 20 CAP
022633;CLORIDRATO DE FLUOXETINA 20MG CX 30 COMP
022634;CLORIDRATO DE FLUOXETINA 20MG GTS FR 20ML VD
022542;BROMOPAN SOL FR 120ML
022541;BROMOPAN SOL GTS PED FR 20ML
022607;CETODERM CREME DERMAT BG 30G
022652;CLOSTEMIN CREME DERM BG 30G
022707;FENDICAL CX 15 COMP
022708;FENDICAL CX 30 COMP
022709;FEXO-D 60+120MG CX 10 COMP
022735;GYNBEN CREME VAG BG 35G+7APLIC
022783;MUCOCETIL 100MG GRAN CX 16ENV X 5G
022784;MUCOCETIL 200MG GRAN CX 16ENV X 5G
022785;MUCOCETIL 600MG GRAN CX 16ENV X 5G
022786;MUCOCETIL SOL NAS GTS FR 12ML
022787;MUCOCETIL XPE FR 100ML
022788;MUCOCETIL XPE FR 150ML
022886;TRENTOFIL 400MG CX 20 COMP
022887;TRINIZOL-M CREME VAG BG 40G+7APLIC
022644;CLORIDRATO DE NAFAZOLINA SOL NASAL FR 30ML
022484;ADRENYL XPE FR 100ML
022654;CLOTRIMAZOL 10MG CREME VAG BG 35G+APLIC
022604;CETODERM 200MG CX 10 COMP
022605;CETODERM 200MG CX 30 COMP
022622;CLOPSINA 25MG CX 20 COMP
022621;CLOPSINA 100MG CX 20 COMP
022623;CLOPSINA SOL ORAL FR 20ML
022656;COLCITRAT 0,5MG CX 20 COMP
022767;MEGUANIN 500MG CX 30 COMP
022769;MEGUANIN 850MG CX 30 COMP
022768;MEGUANIN 850MG CX 200 COMP
022720;GASTROBION GEL CX 12 FLOC
022776;MIOCOR 200MG CX 20 COMP
022653;CLOSTEMIN CREME VAG BG 40G+APLIC
022606;CETODERM 20MG XAMPU FR 100ML (+7% IPI)
022737;HEMOFLEB POM BG 50G
022844;REGENOM POM OFT BG 3,5G
022859;SILGLOS 1% CREM DERM BG 30G
022881;TOBRACORT POM OFT BG 3,5G
022882;TOBRACORT SUS OFT FR 5ML
022884;TOBRANOM 3MG POM OFT BG 3,5G
022885;TOBRANOM 3MG SOL OFT FR 5ML
022889;TROPINOM SOL OFT GTS FR 5ML
022894;UNIFENTAL 50MCG SOL INJ 25FA X 10ML
022897;UNITIDAZIN 10MG CX 20 DRG
022896;UNITIDAZIN 100MG CX 20 DRG
022898;UNITIDAZIN 25MG CX 20 DRG
022899;UNITIDAZIN 50MG CX 20 DRG
022908;VISIONOM SOL OFT FR 10
022909;VITA ANTIO-OX FR 30 COMP
022745;INSULINA HUMANA BIOHULIN NPH 100UI X 10ML
022746;INSULINA HUMANA BIOHULIN REGULAR 100UI X 10ML
022833;PROFENID 2% SOL GTS OR FR 20ML
022801;NITRATO DE MICONAZOL 20MG CR VAG BG 80G+14APLIC
022559;CAPTOPRIL 12,5MG CX 15 COMP
022560;CAPTOPRIL 12,5MG CX 30 COMP
022561;CAPTOPRIL 25MG 16 COMP
022562;CAPTOPRIL 25MG CX 28 COMP
022563;CAPTOPRIL 50MG CX 16 COMP
022564;CAPTOPRIL 50MG CX 28 COMP
022774;METILDOPA 250MG FR 30 COMP
022775;METILDOPA 500MG FR 30 COMP
022603;CETIVIT 500MG CX 5 ENV X 4 COMP
022695;DRAMAVIT B6 50MG+50MG SOL INJ 100AMP X 1ML
022854;SENSIBABY POM 1 BG X 45G
022862;SINVASTATINA 10MG CX 10 COMP
022863;SINVASTATINA 10MG CX 30 COMP
022864;SINVASTATINA 20MG CX 30 COMP
022865;SINVASTATINA 40MG CX 10 COMP
022866;SINVASTATINA 80MG CX 10 COMP
022883;TOBRAMINA 75MG - CX 2 AMPS
022858;SILGLOS 1% CREME DERM BG 50G
022694;DORIDINA GOTAS FR X 15 ML
022794;NEOCETRIN POM DERM BG 30G
022662;CREME UNIVERSAL CREME TB 60G (+22% IPI)
022704;EMULSAO UNIVERSAL FR 120ML (+22% IPI)
022816;PARACETAMOL 750MG CX 20 COMP
022817;PARACETAMOL 750MG CX 200 COMP
022492;ALENIA 6+200MCG PO INAL FR 60 CAP
022911;VITATONUS 5000 SOL INJ CX 3 AMP X 2ML
022912;VITATONUS 5000 CX 20 DRG
022913;VITATONUS DEXA CX 20 COMP
022727;GINOTARIN 20MG CR VAG BG 50G+APL
022676;DEXAZONA SOL FR GOT X 5 ML
022515;AZALIDE 250MG CX 4 CAPS
022516;AZALIDE 250MG CX 6 CAPS
022517;AZALIDE 600MG PO SUSP 15ML
022518;AZALIDE 900MG PO SUSP 22,5ML
022764;MALEATO DE ENALAPRIL 5MG CX 30 COMP
022763;MALEATO DE ENALAPRIL 20MG CX 30 COMP
022834;PROPIONATO DE CLOBETASOL 0,5MG CREME BG 30G
022724;GASTROPAN 40MG CX 14 COMP
022827;PLASBUMIN 20% FR. 20 ML
022514;AURIDONAL 6MG SOL OT FR 10ML
022555;CANDISTATIN CREME VAG BG C/60G
022677;DEXCLORFENIRAMINA 50MG DISPER CX 20 COMP
022493;ALFUSINA 500MG CX 30 COMP
022914;VOLTAFLAN 10MG GEL BG 60G
022926;BESILATO DE ANLODIPINO 5MG CX 30 COMP
022971;MELOXICAM 7,5MG CX 10 COMP
022970;MELOXICAM 15MG CX 10 COMP
022944;CLORIDRATO DE CIPROFLOXACINO 500MG CX 14 COMP
022985;CLORIDRATO DE PAROXETINA 20MG CX 30 COMP
022940;CICALFATE LO� FR 40ML (+22% IPI)
022937;CASTANHA DA INDIA MILLER 100MG CX 30 DRG
022938;CASTANHA DA INDIA MILLER 100MG CX 60 DRG
022930;AZITROMICIL 1000MG CX 1 COMP
022958;GENTAMICIL 80MG INJ 1AMP X 2ML
022997;STRESSVITA FR 30 COMP
022950;DORFEN 160MG CX 12 COMP
022962;HIPOGLOS POM BG PLAST 45G
022963;HIPOGLOS POM BG PLAST 90G
022996;SONRIDOR 500MG CX 60 COMP
022995;SONRIDOR 500+65MG CAF CX 24 COMP
022928;ATENOLOL 50MG CX 30 COMP
022918;ACEROGRIP C 1G TB 10 COMP
022927;ATENOLOL 100MG CX 30 COMP
022919;ACICLOVIR 200MG FR 10 COMP
022988;SALONPAS BG GEL 20G
022920;ACICLOVIR 200MG FR 25 COMP
022998;SUPLE K XPE FR 150ML
022949;DICLOFENACO DE SODIO SR 100MG CX 10 COMP
022942;CINARIZINA 25MG CX 30 CAP
022943;CINARIZINA 75MG CX 30 CAP
022931;AZOMICIN 600MG PO SUSP 15ML
022946;DECAZOL ELIXIR FR 120ML
022980;OCUVITE LUTEIN CX 60 COMP
022932;BESILATO DE ANLODIPINO 10MG CX 20 COMP
022933;BESILATO DE ANLODIPINO 10MG CX 60 COMP
022934;BESILATO DE ANLODIPINO 5MG CX 20 COMP
022935;BESILATO DE ANLODIPINO 5MG CX 60 COMP
022967;LORATADINA 1MG XPE FR 100ML+CM
022968;LORATADINA+PSEUDOEFEDRINA SULF 1+12MG XPE FR 60ML+CM
022959;GINKGO BILOBA CX 30 COMP
022960;GLICOMET 850MG CX 30 COMP
022941;CICLOPIROX OLAMINA 10MG CREME DERM 20G
022972;MIODAREN 200MG CX 20 COMP
022956;FLUTINOL 5MG SUS OFT FR 5ML
022923;ALERGALIV 10MG CX 15 COMP
022925;ALVERGALIV 1MG XPE FR 100ML
022922;ALBENDAZOL 40MG SUS FR 10ML
022990;SECNIDAZOL 450MG PO FR 15ML+DIL
022991;SECNIDAZOL 900MG PO FR 30ML+DIL
022924;ALHO DO MATO XPE FR 150ML
022966;LIMONADA PURGATIVA NEOCITRAN SOL OR FR 200ML
022973;MULUNGU XPE FR 100ML
022977;NEUROFORTAN B12 SUS FR 150ML
022986;PILULAS DO NORTE FR 50 DRG
022987;ROBUSTERINA ELIXIR FR 150ML
022989;SALSA CAROBA E CABACINHO ELIXIR FR 150ML
022999;XAROPE BRANDAO XPR FR 100ML
022982;OMEPRAZOL 20MG CX 7 CAP
022981;OMEPRAZOL 20MG CX 14 CAP
022921;ACIDO ACETILSALICILICO 100MG CX 100 COMP
022945;CLORIDRATO DE ANFEPRAMONA 25MG CX 20 COMP
022948;DEFLAZACORTE 6MG CX 20 COMP
022947;DEFLAZACORTE 30MG CX 10 COMP
022969;MAL DEXCLORFENIRAMINA+BETAMETASONA 2+0,25MG CX 20 COMP
022979;NITRATO DE MICONAZOL 20MG CREME VAG BG 80G+14APLIC
022951;EPITEGEL 50MG GEL OFT BG 10G
022953;FLANCOX 300MG CX 30 COMP
022952;FLANCOX 300MG CX 14 COMP
022955;FLANCOX 400MG CX 20 COMP
022954;FLANCOX 400MG CX 10 COMP
022936;BISALAX 5MG CX 20 DRG
022961;HELYAGE FR 50G
022965;KALIMA SAB 150G (+5% IPI)
022939;CETRILAN SAB SAB 100G (+5% IPI)
022964;HYGINE FR 50ML (+5% IPI)
022994;SENSUA BG 6G
022993;SENSUA BG 15G
022992;SENSUA 3 SACHE X 2G
022929;AZI SUS ORAL PO+DIL 600MG
022983;PAMIDRON 60MG INJ 5FA+5AMP+DIL X 10ML
022984;PAMIDRON 90MG INJ 5FA+5AMP+DIL X 10ML
023018;BROMAZEPAM 3MG CX 30 COMP
023019;BROMAZEPAM 6MG CX 30 COMP
023076;HIDRAKIDS LO� INF FR 60G (+22% IPI)
023112;SOL FISIOLOGICA 9% CX 30 UNID X 250ML
023111;SOL FISIOLOGICA 9% CX 20 UNID X 500ML
023057;DORISAN FR 15ML
023006;ALBEL 200MG CX 2 COMP
023007;ALBEL 400MG CX 1 COMP
023021;CAPOX H 50+25MG CX 30 COMP
023068;FLEXALGEX 35+300+50MG CX 300 COMP
023077;HPVIR 200MG CX 10 COMP
023078;LANZOPEPT 15MG CX 14 COMP
023080;LODIPIL 5MG CX 30 COMP
023086;OMENAX 20MG CX 28 CAP
023090;POLOL 80MG CX 40 COMP
023102;SALIPIRIN 500MG DISPLAY 200 COMP
023108;SINVAX 40MG CX 10 COMP
023109;SINVAX 50MG CX 30 COMP
023110;SINVAX 80MG CX 10 COMP
023106;SINVAX 10MG CX 30 COMP
023107;SINVAX 20MG CX 30 COMP
023116;TALURON 12,5MG CX 42 COMP
023117;TALURON 25MG CX 42 COMP
023118;TALURON 50MG CX 42 COMP
023120;TRINODAZOL 100MG GELEIA BG 50G
023121;TYLALGIN 750MG CX 20 COMP
023122;ULTIDIN 150MG CX 10 COMP
023124;ZOLMICOL 20MG CREME BG 30G
023091;PREDNAX 20MG CX 20 COMP
023004;ACHEFLAN 5MG CREME BG 30G
023100;RISPERDAL CONSTA 25MG INJ CX 1FA
023101;RISPERDAL CONSTA 37,5MG INJ CX 1FA
023062;EXCIVIT 40+1MG+10MCG CX 30 COMP
023085;NAPRIX A 10+10MG CX 30 CAP
023035;CLORIDRATO DE AMITRIPTILINA 25MG CX 20 COMP
023029;CICLOPIROX OLAMINA SOL TOP FR 15ML
023026;CEFACLOREN 500MG CX 10 CAP
023024;CARENVIT CX 30 CAP
023025;CASCAFLAZ 250MG CX 15 CAP
023070;GELOFUT POM 20G
023011;ANAGRIPE 200+3+3MG SOL OR FR 100ML
023114;SPECTOFLUX 6MG XPE ADU FR 120ML
023097;PULMOCRISINA 250MG XPE FR 100ML
023089;POLARATIN 2MG XPE FR 100ML
023067;FLAMACORTEN 5MG CX 20 COMP
023066;FLAMACORTEN 20MG CX 20 COMP
023113;SPECTOFLUX 3MG XPE FR 120ML
023071;GLAVIT CX 30 CAP
023065;FINASTERIDA 5MG CX 30 COMP
023050;DERMOMAX 40MG CREME DERM BG 15G
023052;DESONIDA 0,5MG LO� CREMOSA FR 60G
023069;FOSFATO DE CLINDAMICINA 20MG CREME VAG BG 20G+3APLIC
023119;TIABENDAZOL 500MG CX 6 COMP
023003;ACETONIDA DE TRIANCINOLONA 1MG POM BG 10G
023023;CARBOCISTEINA 50MG SOL ORAL FR 20ML
023045;CLORIDRATO DE TERBINAFINA SOL TOP FR 30ML
023046;CLORIDRATO DE TERBINAFINA SPRAY FR 30ML
023047;CLORIDRATO DE TRAMADOL 50MG CX 10 CAP
023043;CLORIDRATO DE FLUOXETINA 20MG GTS FR 20ML
023051;DESONIDA 0,5MG CREME BG 30G
023055;DIP BETAMETASONA+SULF GENTAMICINA CREME BG 30G
023056;DIP BETAMETASONA+SULF GENTAMICINA POMADA BG 30G
023082;MEBENDAZOL+TIABENDAZOL 200+332MG CX 6 COMP MAST
023093;PROPIONATO DE CLOBETASOL 0,5MG CREME BG 30G
023095;PROPIONATO DE CLOBETASOL 0,5MG POM BG 30G
023103;SECNIDAZOL 450MG PO SUS FR 15ML
023104;SECNIDAZOL 900MG PO SUS FR 30ML
023083;MEROPENEM 1G IV INJ CX 10 FA
023087;PANTOCAL 40MG INJ EV CX 50FA
023036;CLORIDRATO DE BUPROPIONA 150MG CX 30 COMP
023037;CLORIDRATO DE BUPROPIONA 150MG CX 60 COMP
023115;SULBACTAM+AMPICILINA 1+2G PO INJ 20FA
023038;CLORIDRATO DE CEFEPIMA 1G INJ 50FA+50DIL
023008;ALZOBEN 400MG CX 5 COMP
023058;DROPTOSS 1,5MG XPE INF FR 120ML
023059;DROPTOSS 3MG XPE ADU FR 120ML
023027;CETOZAZ 200MG CX 500 COMP
023028;CETOZAZ 20MG CREME 50G X 30G
023032;CLABIOSIN 125MG PO FR 60ML
023033;CLABIOSIN 250MG CX 30 COMP
023084;METROTIX 400MG CX 24 COMP
023016;BIODOL 20MG LO� FR 30ML
023017;BIODOL 20MG PO FR 30G
023020;CABIOTEN 25MG CX 16 COMP
023001;ACETILCISTEINA XPE FR 100ML
023002;ACETONIDA DE TRIANCINOLONA 1MG BG 10G
023022;CARBOCISTEINA 50MG SOL ORAL FR 20ML
023041;CLORIDRATO DE DILTIAZEM 60MG FR 25 COMP
023042;CLORIDRATO DE DILTIAZEM 60MG FR 50 COMP
023048;CLORIDRATO DE TRAMADOL 50MG CX 10 COMP
023049;DEFLAZACORTE 6MG CX 20 COMP
023054;DIP BETAMETASONA+SULF GENTAMICINA 0,5+1MG POM BG 30G
023053;DIP BETAMETASONA+SULF GENTAMICINA 0,5+1MG CREME BG 30G
023081;MAL DEXCLORFENIRAMINA+BETAMETASONA 2+0,25MG CX 20 COMP
023092;PROPIONATO DE CLOBETASOL 0,5MG CREME BG 30G
023094;PROPIONATO DE CLOBETASOL 0,5MG POM BG 30G
023040;CLORIDRATO DE CIPROFLOXACINO 500MG CX 6 COMP
023039;CLORIDRATO DE CIPROFLOXACINO 500MG CX 14 COMP
023072;GLIMEPIRIDA 1MG CX 30 COMP
023073;GLIMEPIRIDA 2MG CX 30 COMP
023074;GLIMEPIRIDA 4MG CX 30 COMP
023009;AMOXICILINA 500MG CX 20 COMP
023010;AMOXICILINA 500MG CX 30 COMP
023098;QUEMICETINA 500MG CX 100 COMP
023099;QUEMICETINA 500MG CX 20 COMP
023030;CIMEDAX 200MG CX 20 COMP
023105;SINVASTON 40MG CX 10 COMP
023005;AGUARDENTE ALEMA FR 30ML
023015;BICARDONATO DE SODIO UNI 100G
023060;ENXOFRE PO 20G
023075;GOTTAS ARTHUR DE CARVALHO FR 30ML
023088;PEDRA-UME UNI 20G
023079;LIMPISOL SOL LENTE CONT FR 50ML (+10% IPI)
023014;BAC-SULFITRIN CX 20 COMP
023000;ACETAMIL 750MG CX 100 COMP
023123;VASLIP 40MG CX 30 COMP
023012;AVODART 0,5MG CX 30 CAP
023044;CLORIDRATO DE RANITIDINA 25MG SOL INJ 5AMP X 2ML
023063;FILAX GEL BG 40G
023064;FILAX GEL CX 8 SACHES 5G
023061;EVOTAXEL 150MG INJ CX 1FA 25ML
023191;LONIUM 40MG CX 10 COMP
023192;LONIUM 40MG CX 30 COMP
023127;ALGINAC 1+50+50+50MG CX 15 COMP
023217;ZYXEM CX 10 COMP
023190;LODIPIL 10MG CX 30 COMP
023212;TYLALGIN 200MG GTS FR 15ML
023211;TYLALGIN 160MG SUS ORAL FR 60ML
023205;PRONENEN POM 45G
023204;PREXIGE 400MG CX 4 CAP
023172;DIOVAN 40MG CX 14 COMP DIV
023173;DIOVAN 40MG CX 28 COMP DIV
023160;CLORIDRATO DE TRAMADOL 50MG INJ X 6 AMP
023158;CLORIDRATO DE TRAMADOL 100MG INJ X 6 AMP
023159;CLORIDRATO DE TRAMADOL 100MG SOL GTS FR 10ML
023148;CLORIDRATO DE AMITRIPTILINA 75MG CX 20 COMP
023166;DESONIDA 0,5MG LO� TOP FR 60G
023154;CLORIDRATO DE METFORMINA 500MG CX 30 COMP
023155;CLORIDRATO DE METFORMINA 850MG CX 30 COMP
023157;CLORIDRATO DE SERTRALINA 50MG CX 20 COMP
023156;CLORIDRATO DE SERTRALINA 50MG CX 10 COMP
023183;KEROXIME 750MG IV/IM 25FA
023126;ADAPALENO 1MG GEL DERM BG 30G
023170;DICLOFENACO DE COLESTIRAMINA 70MG CX 10 CAP
023149;CLORIDRATO DE ANFEPRAMONA 25MG CX 20 COMP
023151;CLORIDRATO DE ANFEPRAMONA 75MG CX 20 COMP
023165;DEFLAZACORTE 6MG CX 20 COMP
023164;DEFLAZACORTE 30MG CX 10 COMP
023171;DICLOFENACO DE COLESTIRAMINA 70MG CX 10 CAP
023175;DIP BETAMETASONA+ACIDO SALICILICO POM BG 30G
023178;FOSFATO DE CLINDAMICINA 20MG CREME VAG BG 20G+3APLIC
023193;MAL DEXCLORFENIRAMINA+BETAMETASONA 2+0,25MG CX 20 COMP
023199;NITRATO DE ISOCONAZOL CREME VAG BG 40G+7APLIC
023136;CEFACLOR 250MG CX 10 CAP
023137;CEFACLOR 500MG CX 10 CAP
023133;BROMIDRATO DE FENOTEROL 5MG FR 20ML
023150;CLORIDRATO DE ANFEPRAMONA 25MG CX 20 COMP
023153;CLORIDRATO DE ANFEPRAMONA 75MG CX 20 COMP
023163;DEFLAZACORTE 30MG CX 10 COMP
023167;DESONIDA LO� FR 60G
023174;DIP BETAMETASONA+ACIDO SALICILICO POM BG 30G
023179;FOSFATO DE CLINDAMICINA CREME VAG BG 20MG+3APLIC
023214;VALERATO DE BETAMETASONA CREME BG 30G
023206;SORINE H 3% SOL NAS FR 60ML
023162;COREGA CX 14 FITA ADESIVA
023203;PONDERA 40MG CX 10 COMP
023131;BENZILPENICILINA BENZATINA 300000UI INJ CX 100FA X 4ML
023130;BENZILPENICILINA BENZATINA 150000UI INJ CX 100FA X 4ML
023188;LINATIS 0,35MG CX 35 COMP
023216;WYCILLIN CX 100FA+DIL X 2ML
023140;CHORAGON 1500UI 1AMP PO+1 AMP DIL
023141;CHORAGON 5000UI 1AMP PO+1AMP DIL
023209;SUPRELLE 1+0,5MG CX 28 COMP
023189;LIPTRAT 10MG CX 30 COMP
023200;PASTILHAS VALDA FRIENDS DISPLAY 30 SACHES S/A�UCAR
023128;AMOXICILINA 500MG CX 21
023184;KERTYOL SHAMP FR 125ML (+7% IPI)
023215;VITALUX PLUS 5MG CX 40 COMP
023132;BOSTON SIMPLUS FR 120ML
023161;CLOTRIMAZOL 20MG CREME VAG BG 20G+3APLIC
023152;CLORIDRATO DE ANFEPRAMONA 75MG CX 20 COMP
023176;EVODAZIN 100MG INJ CX FA
023177;EVODAZIN 200MG INJ CX FA
023201;PIROXICAM 20MG CX 10 CAP
023202;PIROXICAM 20MG CX 15 CAP
023213;UNGUENTO PICRATO DE BUTESIN CX 48 BG X 15G
023210;ACETONIDA DE TRIANCINOLONA POM BG 10G
023207;SULFATO DE SALBUTAMOL XPE CX 50FR X 100ML
023147;CLORIDRATO DE AMBROXOL 30MG XPE FR 120ML
023145;CLORIDRATO DE AMBROXOL 30MG XPE CX 50FR X 100ML
023146;CLORIDRATO DE AMBROXOL 30MG XPE CX 50FR X 120ML
023143;CLORIDRATO DE AMBROXOL 15MG XPE FR 120ML
023198;NISTATINA 100MUI SUS FR VD 50ML
023197;NISTATINA SUS CX 200 FR VD X 30ML
023142;CLORIDRATO DE AMBROXOL 15MG XPE CX 50FR X 100ML
023144;CLORIDRATO DE AMBROXOL 15MG XPE FR 50FR X 120ML
023168;DEXAMETASONA ELIXIR CX 50FR X 120ML
023169;DEXAMETASONA 0,5MG ELIXIR FR 120ML
023208;SULFATO DE SALBUTAMOL 2MG XPE FR 120ML
023135;BROMIDRATO DE FENOTEROL 5MG SOL OR FR GTS 20ML
023134;BROMIDRATO DE FENOTEROL 5MG SOL OR 200FR GTS 20ML
023125;ACETATO DE HIDROCORTISONA 10MG CREME DERM BG 30G
023139;CETOCONAZOL 20MG SHAMPOO FR 100ML
023138;CETOCONAZOL 20MG SHAMPOO CX 50FR X 100ML
023129;AZELAN 150MG GEL BG 15G
023181;KERIUM SHAMPOO ANTI-CASPA INTENSIVE FR 125ML
023182;KERIUM SHAMPOO ANTI-CASPA OLEOSA FR 200ML
023180;KERIUM SHAMPOO ANTI-CASPA SECA FR 200ML
023186;LEPTARD 6% FR 100ML
023185;LEPTARD 300MG CX 20 CAP
023187;LEPTARD 600MG CX 20 CAP
023196;NEXIUM IV 40MG INJ CX 10 AMP
023547;LEN�OS KISS DISPLAY 28 PCT X 10 LEN�OS BOLSO
023548;LEN�OS KISS PCT 40 LEN�OS BOLSO
023543;LEN�OS KISS CX 50 FOLHAS
023546;LEN�OS KISS CX 75 FOLHAS
023541;LEN�OS KISS CX 100 FOLHAS
023542;LEN�OS KISS CX 150 FOLHAS
023544;LEN�OS KISS CX 50 FOLHAS AROMA MENTA
023545;LEN�OS KISS CX 50 FOLHAS CAR
023234;BETASERC 24MG CX 30 COMP
023267;ELANI 3MG+30MCG CX 28 COMP
023312;MAXIDRATE 0,45% 30G
023334;POZATO UNI 1,5MG CX 1 COMP
023337;RAPTIVA 125MG INJ 4FA+4SER+DIL 1,3ML
023262;DESALEX 0,5MG XPE FR 100ML+DOS
023224;ALIVIC XPE BALS ADU FR 150ML
023331;PHYTOCHOFRA CX 100 CAP
023332;PHYTOCHOFRA CX 50 CAP
023257;CORISTINA D CX 16 COMP
023308;LISINOPRIL 5MG CX 30 COMP
023306;LISINOPRIL 10MG CX 30 COMP
023307;LISINOPRIL 20MG CX 30 COMP
023229;ATMOS 2,5+10MG CX 30 CAP
023230;ATMOS 5+10MG CX 30 CAP
023231;ATMOS 5+20MG CX 30 CAP
023227;ALVESCO 80MCG SOL INAL FR X 60DOS
023226;ALVESCO 160MCG SOL INAL FR X 60DOS
023225;ALVESCO 160MCG SOL INAL FR 120DOS
023333;POSTINOR UNO 1,5MG CX 1 COMP
023358;ZIDIMAX 1000MG CX 1 COMP
